"year","category","subcategory","item","Quality","Units","month","price"
2005,"VEGETABLES","Lettuce","Little Gem","1st","£/twin","Jan",NA
2005,"VEGETABLES","Lettuce","Little Gem","2nd","£/twin","Jan",NA
2005,"VEGETABLES","Lettuce","Little Gem","Ave","£/twin","Jan",NA
2005,"VEGETABLES","Mushrooms","Button – Indoor","-","£/kg","Jan",1.4
2005,"VEGETABLES","Mushrooms","Cup – Indoor","-","£/kg","Jan",1.46
2005,"VEGETABLES","Mushrooms","Flat – Indoor","-","£/kg","Jan",1.62
2005,"VEGETABLES","Parsnips","All Varieties","-","£/kg","Jan",0.56
2005,"VEGETABLES","Rhubarb","Forced","-","£/kg","Jan",1.47
2005,"VEGETABLES","Rhubarb","Outdoor","-","£/kg","Jan",NA
2005,"VEGETABLES","Runner Beans","Runner-Climbing","1st","£/kg","Jan",NA
2005,"VEGETABLES","Runner Beans","Runner-Climbing","2nd","£/kg","Jan",NA
2005,"VEGETABLES","Runner Beans","Runner-Climbing","Ave","£/kg","Jan",NA
2005,"VEGETABLES","Salad Onions","Salad","-","£/bunch","Jan",NA
2005,"VEGETABLES","Shelling Peas","All Varieties","1st","£/kg","Jan",NA
2005,"VEGETABLES","Shelling Peas","All Varieties","2nd","£/kg","Jan",NA
2005,"VEGETABLES","Shelling Peas","All Varieties","Ave","£/kg","Jan",NA
2005,"VEGETABLES","Swede","All Varieties","-","£/kg","Jan",0.21
2005,"VEGETABLES","Sweetcorn","All Varieties","-","£/cob","Jan",NA
2005,"VEGETABLES","Tomatoes","Round","1st","£/kg","Jan",NA
2005,"VEGETABLES","Tomatoes","Round","2nd","£/kg","Jan",0.83
2005,"VEGETABLES","Tomatoes","Round","Ave","£/kg","Jan",NA
2005,"VEGETABLES","Tomatoes","Vine","1st","£/kg","Jan",NA
2005,"VEGETABLES","Tomatoes","Vine","2nd","£/kg","Jan",0.53
2005,"VEGETABLES","Tomatoes","Vine","Ave","£/kg","Jan",NA
2005,"VEGETABLES","Tomatoes","Cherry","1st","£/kg","Jan",NA
2005,"VEGETABLES","Tomatoes","Cherry","2nd","£/kg","Jan",NA
2005,"VEGETABLES","Tomatoes","Cherry","Ave","£/kg","Jan",NA
2005,"VEGETABLES","Tomatoes","Plum","1st","£/kg","Jan",NA
2005,"VEGETABLES","Tomatoes","Plum","2nd","£/kg","Jan",0.65
2005,"VEGETABLES","Tomatoes","Plum","Ave","£/kg","Jan",NA
2005,"VEGETABLES","Turnip","All Varieties","-","£/kg","Jan",0.44
2005,"VEGETABLES","Watercress","All Varieties","-","£/bunch","Jan",0.37
2005,"CUT FLOWERS","Alstromeria","Indoor","-","£/bunch(1)","Jan",0.91
2005,"CUT FLOWERS","Chrysanthemums Flowers","Indoor-bloom","-","£/bloom","Jan",0.34
2005,"CUT FLOWERS","Chrysanthemums Flowers","Indoor-spray","-","£/spray","Jan",0.2
2005,"CUT FLOWERS","Gladioli","All Varieties","-","£/bunch(1)","Jan",NA
2005,"CUT FLOWERS","Irises","Indoor","-","£/bunch(1)","Jan",0.36
2005,"CUT FLOWERS","Narcissus-inc.Daffodils","Indoor","","£/bunch(2)","Jan",0.41
2005,"CUT FLOWERS","Oriental Lilies","Homegrown","-","£/stem","Jan",0.49
2005,"CUT FLOWERS","Pinks","All Varieties","-","£/bunch(3)","Jan",NA
2005,"CUT FLOWERS","Tulips","Indoor","-","£/bunch(4)","Jan",0.64
2005,"POT PLANTS","Begonia-Elatior","13cm","-","£ each","Jan",1.07
2005,"POT PLANTS","Cyclamen","13cm","-","£ each","Jan",1.03
2005,"POT PLANTS","Poinsettia","13cm","-","£ each","Jan",NA
2005,"POT PLANTS","Chrysanthemum","9cm","-","£ each","Jan",NA
2005,"POT PLANTS","Chrysanthemum","13cm","-","£ each","Jan",0.97
2006,"FRUIT","Blackberries","All Varieties","-","£/kg","Jan",NA
2006,"FRUIT","Blackcurrants","All Varieties","-","£/kg","Jan",NA
2006,"FRUIT","Cherries","Sweet Black","1st","£/kg","Jan",NA
2006,"FRUIT","Cherries","Sweet Black","2nd","£/kg","Jan",NA
2006,"FRUIT","Cherries","Sweet Black","Ave","£/kg","Jan",NA
2006,"FRUIT","Cherries","Sweet White","1st","£/kg","Jan",NA
2006,"FRUIT","Cherries","Sweet White","2nd","£/kg","Jan",NA
2006,"FRUIT","Cherries","Sweet White","Ave","£/kg","Jan",NA
2006,"FRUIT","Cooking Apples","Bramley’s Seedling","1st","£/kg","Jan",0.53
2006,"FRUIT","Cooking Apples","Bramley’s Seedling","2nd","£/kg","Jan",0.36
2006,"FRUIT","Cooking Apples","Bramley’s Seedling","Ave","£/kg","Jan",0.49
2006,"FRUIT","Damsons","All Varieties","1st","£/kg","Jan",NA
2006,"FRUIT","Damsons","All Varieties","2nd","£/kg","Jan",NA
2006,"FRUIT","Damsons","All Varieties","Ave","£/kg","Jan",NA
2006,"FRUIT","Dessert Apples","Cox’s Orange-group","1st","£/kg","Jan",0.56
2006,"FRUIT","Dessert Apples","Cox’s Orange-group","2nd","£/kg","Jan",0.36
2006,"FRUIT","Dessert Apples","Cox’s Orange-group","Ave","£/kg","Jan",0.51
2006,"FRUIT","Dessert Apples","Discovery","1st","£/kg","Jan",NA
2006,"FRUIT","Dessert Apples","Discovery","2nd","£/kg","Jan",NA
2006,"FRUIT","Dessert Apples","Discovery","Ave","£/kg","Jan",NA
2006,"FRUIT","Dessert Apples","Egremont Russet","1st","£/kg","Jan",0.6
2006,"FRUIT","Dessert Apples","Egremont Russet","2nd","£/kg","Jan",0.39
2006,"FRUIT","Dessert Apples","Egremont Russet","Ave","£/kg","Jan",0.52
2006,"FRUIT","Dessert Apples","Spartan","1st","£/kg","Jan",NA
2006,"FRUIT","Dessert Apples","Spartan","2nd","£/kg","Jan",NA
2006,"FRUIT","Dessert Apples","Spartan","Ave","£/kg","Jan",NA
2006,"FRUIT","Dessert Apples","Worcester Pearmain","1st","£/kg","Jan",NA
2006,"FRUIT","Dessert Apples","Worcester Pearmain","2nd","£/kg","Jan",NA
2006,"FRUIT","Dessert Apples","Worcester Pearmain","Ave","£/kg","Jan",NA
2006,"FRUIT","Dessert Apples","Red Pippin","1st","£/kg","Jan",NA
2006,"FRUIT","Dessert Apples","Red Pippin","2nd","£/kg","Jan",NA
2006,"FRUIT","Dessert Apples","Red Pippin","Ave","£/kg","Jan",NA
2006,"FRUIT","Dessert Apples","Gala","1st","£/kg","Jan",0.49
2006,"FRUIT","Dessert Apples","Gala","2nd","£/kg","Jan",0.32
2006,"FRUIT","Dessert Apples","Gala","Ave","£/kg","Jan",0.43
2006,"FRUIT","Dessert Apples","Other Early Season","-","£/kg","Jan",NA
2006,"FRUIT","Dessert Apples","Other Mid Season","-","£/kg","Jan",NA
2006,"FRUIT","Dessert Apples","Other Late Season","-","£/kg","Jan",0.46
2006,"FRUIT","Dessert Apples","Jonogold – group","1st","£/kg","Jan",0.36
2006,"FRUIT","Dessert Apples","Jonogold – group","2nd","£/kg","Jan",0.28
2006,"FRUIT","Dessert Apples","Jonogold – group","Ave","£/kg","Jan",0.36
2006,"FRUIT","Gooseberries","All Varieties","-","£/kg","Jan",NA
2006,"FRUIT","Pears","Conference","1st","£/kg","Jan",0.5
2006,"FRUIT","Pears","Conference","2nd","£/kg","Jan",0.34
2006,"FRUIT","Pears","Conference","Ave","£/kg","Jan",0.45
2006,"FRUIT","Pears","Doyenne Du Comice","1st","£/kg","Jan",0.48
2006,"FRUIT","Pears","Doyenne Du Comice","2nd","£/kg","Jan",0.35
2006,"FRUIT","Pears","Doyenne Du Comice","Ave","£/kg","Jan",0.44
2006,"FRUIT","Pears","William’s Bon Chretien","1st","£/kg","Jan",NA
2006,"FRUIT","Pears","William’s Bon Chretien","2nd","£/kg","Jan",NA
2006,"FRUIT","Pears","William’s Bon Chretien","Ave","£/kg","Jan",NA
2006,"FRUIT","Pears","Other","1st","£/kg","Jan",0.39
2006,"FRUIT","Pears","Other","2nd","£/kg","Jan",0.28
2006,"FRUIT","Pears","Other","Ave","£/kg","Jan",0.36
2006,"FRUIT","Plums and Gages","Czar","1st","£/kg","Jan",NA
2006,"FRUIT","Plums and Gages","Czar","2nd","£/kg","Jan",NA
2006,"FRUIT","Plums and Gages","Czar","Ave","£/kg","Jan",NA
2006,"FRUIT","Plums and Gages","Majorie’s Seedling","1st","£/kg","Jan",NA
2006,"FRUIT","Plums and Gages","Majorie’s Seedling","2nd","£/kg","Jan",NA
2006,"FRUIT","Plums and Gages","Majorie’s Seedling","Ave","£/kg","Jan",NA
2006,"FRUIT","Plums and Gages","Victoria","1st","£/kg","Jan",NA
2006,"FRUIT","Plums and Gages","Victoria","2nd","£/kg","Jan",NA
2006,"FRUIT","Plums and Gages","Victoria","Ave","£/kg","Jan",NA
2006,"FRUIT","Plums and Gages","Other Varieties","-","£/kg","Jan",NA
2006,"FRUIT","Raspberries","All Varieties","-","£/kg","Jan",NA
2006,"FRUIT","Redcurrants","All Varieties","-","£/kg","Jan",NA
2006,"FRUIT","Strawberries","All Varieties","1st","£/kg","Jan",NA
2006,"FRUIT","Strawberries","All Varieties","2nd","£/kg","Jan",NA
2006,"FRUIT","Strawberries","All Varieties","Ave","£/kg","Jan",NA
2006,"VEGETABLES","Asparagus","All Varieties","1st","£/kg","Jan",NA
2006,"VEGETABLES","Asparagus","All Varieties","2nd","£/kg","Jan",NA
2006,"VEGETABLES","Asparagus","All Varieties","Ave","£/kg","Jan",NA
2006,"VEGETABLES","Aubergine","All Varieties","1st","£/kg","Jan",NA
2006,"VEGETABLES","Aubergine","All Varieties","2nd","£/kg","Jan",NA
2006,"VEGETABLES","Aubergine","All Varieties","Ave","£/kg","Jan",NA
2006,"VEGETABLES","Beetroot","Topped","-","£/kg","Jan",0.25
2006,"VEGETABLES","Broad Beans","Broad","-","£/kg","Jan",NA
2006,"VEGETABLES","Brussels Sprouts","All Varieties","1st","£/kg","Jan",2.15
2006,"VEGETABLES","Brussels Sprouts","All Varieties","2nd","£/kg","Jan",1.6
2006,"VEGETABLES","Brussels Sprouts","All Varieties","Ave","£/kg","Jan",2.05
2006,"VEGETABLES","Bulb Onions","Bulb","1st","£/kg","Jan",0.34
2006,"VEGETABLES","Bulb Onions","Bulb","2nd","£/kg","Jan",0.31
2006,"VEGETABLES","Bulb Onions","Bulb","Ave","£/kg","Jan",0.33
2006,"VEGETABLES","Cabbage","Red","1st","£/kg","Jan",0.26
2006,"VEGETABLES","Cabbage","Red","2nd","£/kg","Jan",0.26
2006,"VEGETABLES","Cabbage","Red","Ave","£/kg","Jan",0.26
2006,"VEGETABLES","Cabbage","Savoy","1st","£/head","Jan",0.28
2006,"VEGETABLES","Cabbage","Savoy","2nd","£/head","Jan",0.24
2006,"VEGETABLES","Cabbage","Savoy","Ave","£/head","Jan",0.28
2006,"VEGETABLES","Cabbage","Spring Greens","-","£/kg","Jan",0.45
2006,"VEGETABLES","Cabbage","Summer & Autumn-Pointed","1st","£/kg","Jan",NA
2006,"VEGETABLES","Cabbage","Summer & Autumn-Pointed","2nd","£/kg","Jan",NA
2006,"VEGETABLES","Cabbage","Summer & Autumn-Pointed","Ave","£/kg","Jan",NA
2006,"VEGETABLES","Cabbage","Summer & Autumn-Round","1st","£/head","Jan",0.28
2006,"VEGETABLES","Cabbage","Summer & Autumn Round","2nd","£/head","Jan",0.21
2006,"VEGETABLES","Cabbage","Summer & Autumn Round","Ave","£/head","Jan",0.24
2006,"VEGETABLES","Cabbage","White","1st","£/kg","Jan",0.24
2006,"VEGETABLES","Cabbage","White","2nd","£/kg","Jan",0.24
2006,"VEGETABLES","Cabbage","White","Ave","£/kg","Jan",0.24
2006,"VEGETABLES","Cabbage","Winter Other","1st","£/head","Jan",0.27
2006,"VEGETABLES","Cabbage","Winter Other","2nd","£/head","Jan",0.25
2006,"VEGETABLES","Cabbage","Winter Other","Ave","£/head","Jan",0.27
2006,"VEGETABLES","Calabrese","All Varieties","-","£/kg","Jan",1.71
2006,"VEGETABLES","Capsicums","Green","1st","£/kg","Jan",NA
2006,"VEGETABLES","Capsicums","Green","2nd","£/kg","Jan",NA
2006,"VEGETABLES","Capsicums","Green","Ave","£/kg","Jan",NA
2006,"VEGETABLES","Capsicums","Red","1st","£/kg","Jan",NA
2006,"VEGETABLES","Capsicums","Red","2nd","£/kg","Jan",NA
2006,"VEGETABLES","Capsicums","Red","Ave","£/kg","Jan",NA
2006,"VEGETABLES","Carrots","Topped-Washed","1st","£/kg","Jan",0.27
2006,"VEGETABLES","Carrots","Topped-Washed","2nd","£/kg","Jan",0.2
2006,"VEGETABLES","Carrots","Topped-Washed","Ave","£/kg","Jan",0.26
2006,"VEGETABLES","Cauliflowers","Cornish","1st","£/head","Jan",0.66
2006,"VEGETABLES","Cauliflowers","Cornish","2nd","£/head","Jan",0.54
2006,"VEGETABLES","Cauliflowers","Cornish","Ave","£/head","Jan",0.64
2006,"VEGETABLES","Cauliflowers","Kent","1st","£/head","Jan",0.64
2006,"VEGETABLES","Cauliflowers","Kent","2nd","£/head","Jan",0.51
2006,"VEGETABLES","Cauliflowers","Kent","Ave","£/head","Jan",0.57
2006,"VEGETABLES","Cauliflowers","Other","1st","£/head","Jan",0.54
2006,"VEGETABLES","Cauliflowers","Other","2nd","£/head","Jan",0.4
2006,"VEGETABLES","Cauliflowers","Other","Ave","£/head","Jan",0.46
2006,"VEGETABLES","Celery","All Washed","1st","£/kg","Jan",NA
2006,"VEGETABLES","Celery","All Washed","2nd","£/kg","Jan",NA
2006,"VEGETABLES","Celery","All Washed","Ave","£/kg","Jan",NA
2006,"VEGETABLES","Courgettes","All Varieties","1st","£/kg","Jan",NA
2006,"VEGETABLES","Courgettes","All Varieties","2nd","£/kg","Jan",NA
2006,"VEGETABLES","Courgettes","All Varieties","Ave","£/kg","Jan",NA
2006,"VEGETABLES","Cucumbers","All Varieties","1st","£/kg","Jan",NA
2006,"VEGETABLES","Cucumbers","All Varieties","2nd","£/kg","Jan",NA
2006,"VEGETABLES","Cucumbers","All Varieties","Ave","£/kg","Jan",NA
2006,"VEGETABLES","Dwarf, French or Kidney Beans","Dwarf, French or Kidney","1st","£/kg","Jan",NA
2006,"VEGETABLES","Dwarf, French or Kidney Beans","Dwarf, French or Kidney","2nd","£/kg","Jan",NA
2006,"VEGETABLES","Dwarf, French or Kidney Beans","Dwarf, French or Kidney","Ave","£/kg","Jan",NA
2006,"VEGETABLES","Leeks","Trimmed","1st","£/kg","Jan",0.77
2006,"VEGETABLES","Leeks","Trimmed","2nd","£/kg","Jan",0.59
2006,"VEGETABLES","Leeks","Trimmed","Ave","£/kg","Jan",0.72
2006,"VEGETABLES","Lettuce","Butterhead – Indoor","1st","£/head","Jan",0.22
2006,"VEGETABLES","Lettuce","Butterhead – Indoor","2nd","£/head","Jan",0.17
2006,"VEGETABLES","Lettuce","Butterhead – Indoor","Ave","£/head","Jan",0.21
2006,"VEGETABLES","Lettuce","Cos","1st","£/head","Jan",NA
2006,"VEGETABLES","Lettuce","Cos","2nd","£/head","Jan",NA
2006,"VEGETABLES","Lettuce","Cos","Ave","£/head","Jan",NA
2006,"VEGETABLES","Lettuce","Crisp-Iceberg Type","1st","£/head","Jan",NA
2006,"VEGETABLES","Lettuce","Crisp-Iceberg Type","2nd","£/head","Jan",NA
2006,"VEGETABLES","Lettuce","Crisp-Iceberg Type","Ave","£/head","Jan",NA
2006,"VEGETABLES","Lettuce","Little Gem","1st","£/twin","Jan",0.5
2006,"VEGETABLES","Lettuce","Little Gem","2nd","£/twin","Jan",NA
2006,"VEGETABLES","Lettuce","Little Gem","Ave","£/twin","Jan",NA
2006,"VEGETABLES","Mushrooms","Button – Indoor","-","£/kg","Jan",1.17
2006,"VEGETABLES","Mushrooms","Cup – Indoor","-","£/kg","Jan",1.22
2006,"VEGETABLES","Mushrooms","Flat – Indoor","-","£/kg","Jan",1.53
2006,"VEGETABLES","Parsnips","All Varieties","-","£/kg","Jan",0.66
2006,"VEGETABLES","Rhubarb","Forced","-","£/kg","Jan",2.12
2006,"VEGETABLES","Rhubarb","Outdoor","-","£/kg","Jan",NA
2006,"VEGETABLES","Runner Beans","Runner-Climbing","1st","£/kg","Jan",NA
2006,"VEGETABLES","Runner Beans","Runner-Climbing","2nd","£/kg","Jan",NA
2006,"VEGETABLES","Runner Beans","Runner-Climbing","Ave","£/kg","Jan",NA
2006,"VEGETABLES","Salad Onions","Salad","-","£/bunch","Jan",NA
2006,"VEGETABLES","Shelling Peas","All Varieties","1st","£/kg","Jan",NA
2006,"VEGETABLES","Shelling Peas","All Varieties","2nd","£/kg","Jan",NA
2006,"VEGETABLES","Shelling Peas","All Varieties","Ave","£/kg","Jan",NA
2006,"VEGETABLES","Swede","All Varieties","-","£/kg","Jan",0.24
2006,"VEGETABLES","Sweetcorn","All Varieties","-","£/cob","Jan",NA
2006,"VEGETABLES","Tomatoes","Round","1st","£/kg","Jan",NA
2006,"VEGETABLES","Tomatoes","Round","2nd","£/kg","Jan",NA
2006,"VEGETABLES","Tomatoes","Round","Ave","£/kg","Jan",NA
2006,"VEGETABLES","Tomatoes","Vine","1st","£/kg","Jan",NA
2006,"VEGETABLES","Tomatoes","Vine","2nd","£/kg","Jan",NA
2006,"VEGETABLES","Tomatoes","Vine","Ave","£/kg","Jan",NA
2006,"VEGETABLES","Tomatoes","Cherry","1st","£/kg","Jan",NA
2006,"VEGETABLES","Tomatoes","Cherry","2nd","£/kg","Jan",NA
2006,"VEGETABLES","Tomatoes","Cherry","Ave","£/kg","Jan",NA
2006,"VEGETABLES","Tomatoes","Plum","1st","£/kg","Jan",NA
2006,"VEGETABLES","Tomatoes","Plum","2nd","£/kg","Jan",NA
2006,"VEGETABLES","Tomatoes","Plum","Ave","£/kg","Jan",NA
2006,"VEGETABLES","Turnip","All Varieties","-","£/kg","Jan",0.5
2006,"VEGETABLES","Watercress","All Varieties","-","£/bunch","Jan",NA
2006,"CUT FLOWERS","Alstromeria","Indoor","-","£/bunch(1)","Jan",0.89
2006,"CUT FLOWERS","Chrysanthemums Flowers","Indoor-bloom","-","£/bloom","Jan",NA
2006,"CUT FLOWERS","Chrysanthemums Flowers","Indoor-spray","-","£/spray","Jan",0.14
2006,"CUT FLOWERS","Gladioli","All Varieties","-","£/bunch(1)","Jan",NA
2006,"CUT FLOWERS","Irises","Indoor","-","£/bunch(1)","Jan",NA
2006,"CUT FLOWERS","Narcissus-inc.Daffodils","Indoor","","£/bunch(2)","Jan",0.52
2006,"CUT FLOWERS","Oriental Lilies","Homegrown","-","£/stem","Jan",0.4
2006,"CUT FLOWERS","Pinks","All Varieties","-","£/bunch(3)","Jan",NA
2006,"CUT FLOWERS","Tulips","Indoor","-","£/bunch(4)","Jan",0.66
2006,"POT PLANTS","Begonia-Elatior","13cm","-","£ each","Jan",NA
2006,"POT PLANTS","Cyclamen","13cm","-","£ each","Jan",1.11
2006,"POT PLANTS","Poinsettia","13cm","-","£ each","Jan",NA
2006,"POT PLANTS","Chrysanthemum","9cm","-","£ each","Jan",NA
2006,"POT PLANTS","Chrysanthemum","13cm","-","£ each","Jan",0.95
2007,"FRUIT","Blackberries","All Varieties","-","£/kg","Jan",NA
2007,"FRUIT","Blackcurrants","All Varieties","-","£/kg","Jan",NA
2007,"FRUIT","Cherries","Sweet Black","1st","£/kg","Jan",NA
2007,"FRUIT","Cherries","Sweet Black","2nd","£/kg","Jan",NA
2007,"FRUIT","Cherries","Sweet Black","Ave","£/kg","Jan",NA
2007,"FRUIT","Cherries","Sweet White","1st","£/kg","Jan",NA
2007,"FRUIT","Cherries","Sweet White","2nd","£/kg","Jan",NA
2007,"FRUIT","Cherries","Sweet White","Ave","£/kg","Jan",NA
2007,"FRUIT","Cooking Apples","Bramley’s Seedling","1st","£/kg","Jan",0.53
2007,"FRUIT","Cooking Apples","Bramley’s Seedling","2nd","£/kg","Jan",0.36
2007,"FRUIT","Cooking Apples","Bramley’s Seedling","Ave","£/kg","Jan",0.49
2007,"FRUIT","Damsons","All Varieties","1st","£/kg","Jan",NA
2007,"FRUIT","Damsons","All Varieties","2nd","£/kg","Jan",NA
2007,"FRUIT","Damsons","All Varieties","Ave","£/kg","Jan",NA
2007,"FRUIT","Dessert Apples","Cox’s Orange-group","1st","£/kg","Jan",0.6
2007,"FRUIT","Dessert Apples","Cox’s Orange-group","2nd","£/kg","Jan",0.37
2007,"FRUIT","Dessert Apples","Cox’s Orange-group","Ave","£/kg","Jan",0.54
2007,"FRUIT","Dessert Apples","Discovery","1st","£/kg","Jan",NA
2007,"FRUIT","Dessert Apples","Discovery","2nd","£/kg","Jan",NA
2007,"FRUIT","Dessert Apples","Discovery","Ave","£/kg","Jan",NA
2007,"FRUIT","Dessert Apples","Egremont Russet","1st","£/kg","Jan",0.61
2007,"FRUIT","Dessert Apples","Egremont Russet","2nd","£/kg","Jan",0.39
2007,"FRUIT","Dessert Apples","Egremont Russet","Ave","£/kg","Jan",0.6
2007,"FRUIT","Dessert Apples","Spartan","1st","£/kg","Jan",NA
2007,"FRUIT","Dessert Apples","Spartan","2nd","£/kg","Jan",NA
2007,"FRUIT","Dessert Apples","Spartan","Ave","£/kg","Jan",NA
2007,"FRUIT","Dessert Apples","Worcester Pearmain","1st","£/kg","Jan",NA
2007,"FRUIT","Dessert Apples","Worcester Pearmain","2nd","£/kg","Jan",NA
2007,"FRUIT","Dessert Apples","Worcester Pearmain","Ave","£/kg","Jan",NA
2007,"FRUIT","Dessert Apples","Red Pippin","1st","£/kg","Jan",NA
2007,"FRUIT","Dessert Apples","Red Pippin","2nd","£/kg","Jan",NA
2007,"FRUIT","Dessert Apples","Red Pippin","Ave","£/kg","Jan",NA
2007,"FRUIT","Dessert Apples","Gala","1st","£/kg","Jan",0.55
2007,"FRUIT","Dessert Apples","Gala","2nd","£/kg","Jan",0.4
2007,"FRUIT","Dessert Apples","Gala","Ave","£/kg","Jan",0.53
2007,"FRUIT","Dessert Apples","Other Early Season","-","£/kg","Jan",NA
2007,"FRUIT","Dessert Apples","Other Mid Season","-","£/kg","Jan",0.51
2007,"FRUIT","Dessert Apples","Other Late Season","-","£/kg","Jan",0.53
2007,"FRUIT","Dessert Apples","Jonogold – group","1st","£/kg","Jan",NA
2007,"FRUIT","Dessert Apples","Jonogold – group","2nd","£/kg","Jan",NA
2007,"FRUIT","Dessert Apples","Jonogold – group","Ave","£/kg","Jan",NA
2007,"FRUIT","Gooseberries","All Varieties","-","£/kg","Jan",NA
2007,"FRUIT","Pears","Conference","1st","£/kg","Jan",0.48
2007,"FRUIT","Pears","Conference","2nd","£/kg","Jan",0.33
2007,"FRUIT","Pears","Conference","Ave","£/kg","Jan",0.41
2007,"FRUIT","Pears","Doyenne Du Comice","1st","£/kg","Jan",0.51
2007,"FRUIT","Pears","Doyenne Du Comice","2nd","£/kg","Jan",0.28
2007,"FRUIT","Pears","Doyenne Du Comice","Ave","£/kg","Jan",0.51
2007,"FRUIT","Pears","William’s Bon Chretien","1st","£/kg","Jan",NA
2007,"FRUIT","Pears","William’s Bon Chretien","2nd","£/kg","Jan",NA
2007,"FRUIT","Pears","William’s Bon Chretien","Ave","£/kg","Jan",NA
2007,"FRUIT","Pears","Other","1st","£/kg","Jan",0.39
2007,"FRUIT","Pears","Other","2nd","£/kg","Jan",NA
2007,"FRUIT","Pears","Other","Ave","£/kg","Jan",NA
2007,"FRUIT","Plums and Gages","Czar","1st","£/kg","Jan",NA
2007,"FRUIT","Plums and Gages","Czar","2nd","£/kg","Jan",NA
2007,"FRUIT","Plums and Gages","Czar","Ave","£/kg","Jan",NA
2007,"FRUIT","Plums and Gages","Majorie’s Seedling","1st","£/kg","Jan",NA
2007,"FRUIT","Plums and Gages","Majorie’s Seedling","2nd","£/kg","Jan",NA
2007,"FRUIT","Plums and Gages","Majorie’s Seedling","Ave","£/kg","Jan",NA
2007,"FRUIT","Plums and Gages","Victoria","1st","£/kg","Jan",NA
2007,"FRUIT","Plums and Gages","Victoria","2nd","£/kg","Jan",NA
2007,"FRUIT","Plums and Gages","Victoria","Ave","£/kg","Jan",NA
2007,"FRUIT","Plums and Gages","Other Varieties","-","£/kg","Jan",NA
2007,"FRUIT","Raspberries","All Varieties","-","£/kg","Jan",NA
2007,"FRUIT","Redcurrants","All Varieties","-","£/kg","Jan",NA
2007,"FRUIT","Strawberries","All Varieties","1st","£/kg","Jan",NA
2007,"FRUIT","Strawberries","All Varieties","2nd","£/kg","Jan",NA
2007,"FRUIT","Strawberries","All Varieties","Ave","£/kg","Jan",NA
2007,"VEGETABLES","Asparagus","All Varieties","1st","£/kg","Jan",NA
2007,"VEGETABLES","Asparagus","All Varieties","2nd","£/kg","Jan",NA
2007,"VEGETABLES","Asparagus","All Varieties","Ave","£/kg","Jan",NA
2007,"VEGETABLES","Beetroot","Topped","-","£/kg","Jan",0.27
2007,"VEGETABLES","Broad Beans","Broad","-","£/kg","Jan",NA
2007,"VEGETABLES","Brussels Sprouts","All Varieties","1st","£/kg","Jan",0.62
2007,"VEGETABLES","Brussels Sprouts","All Varieties","2nd","£/kg","Jan",0.46
2007,"VEGETABLES","Brussels Sprouts","All Varieties","Ave","£/kg","Jan",0.57
2007,"VEGETABLES","Bulb Onions","Yellow","1st","£/kg","Jan",0.29
2007,"VEGETABLES","(previously down as bulb only)","Yellow","2nd","£/kg","Jan",0.25
2007,"VEGETABLES","(previously down as bulb only)","Yellow","Ave","£/kg","Jan",0.26
2007,"VEGETABLES","Bulb Onions","Red","1st","£/kg","Jan",0.44
